ts,uptime_s,host_rss_mb,host_swap_mb,host_load_1m,gpu0_mem_used_mb,gpu0_mem_free_mb,gpu0_util_pct,gpu1_mem_used_mb,gpu1_mem_free_mb,gpu1_util_pct,health_ok,slots_idle,slots_processing,journal_5xx,journal_alloc_failed,journal_concat_probe,journal_abort,recovered
2026-05-06T00:21:23Z,16,3722.36,0,0.28,14694,9329,0,16548,7472,0,1,2,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:22:24Z,77,3722.4,0,0.10,14694,9329,0,16548,7472,0,1,2,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:23:29Z,142,5965.8,0,0.60,15074,8949,97,16692,7328,76,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:24:31Z,203,7470,0,0.86,15092,8931,84,16710,7310,53,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:25:31Z,264,8370.4,0,0.95,15130,8893,83,16748,7272,57,1,1,1,0
0,0
0,0
0,0
0,0
2026-05-06T00:26:34Z,327,8373.27,0,0.98,15164,8859,98,16782,7238,98,1,1,1,0
0,0
0,0
0,0
0,0
2026-05-06T00:27:37Z,390,8528.6,0,1.00,15200,8823,96,16818,7202,43,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:28:39Z,452,8531.45,0,1.13,15234,8789,98,16852,7168,98,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:29:41Z,513,8551.48,0,1.12,15268,8755,99,16886,7134,98,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:30:43Z,576,8554.09,0,1.04,15300,8723,98,16918,7102,98,0,0,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:31:43Z,635,8561.64,0,1.01,15330,8693,98,16948,7072,98,1,2,0,0
0,0
0,0
0,0
0,0
2026-05-06T00:32:47Z,700,7734.42,0,1.00,15352,8671,80,16970,7050,99,0,0,0,0
0,0
0,0
0,0
0,0
